13800,
4.3,0.009962929
3.7,0.008572753
3.2,0.007414272
2.6,0.006024096
2.9,0.006719184
2.8,0.006487488
3.4,0.007877665
3.4,0.007877665
4.4,0.010194625
3.1,0.007182576
2.3,0.005329008
4,0.009267841
2.8,0.006487488
3.8,0.008804449
2.5,0.0057924
3.2,0.007414272
2.6,0.006024096
2.8,0.006487488
3,0.00695088
3.9,0.009036145
2.3,0.005329008
2.5,0.0057924
2.6,0.006024096
2,0.00463392
1.8,0.004170528
2.8,0.006487488
3.9,0.009036145
3.1,0.007182576
5.3,0.012279889
2.8,0.006487488
2.7,0.006255792
3,0.00695088
3.6,0.008341057
3.4,0.007877665
3.5,0.008109361
4,0.009267841
4.8,0.011121409
4.4,0.010194625
4.4,0.010194625
1.8,0.004170528
3.6,0.008341057
1.7,0.003938832
5,0.011584801
4.6,0.010658017
2.1,0.004865616
3.1,0.007182576
3.4,0.007877665
2.3,0.005329008
3.3,0.007645968
3.1,0.007182576
2.2,0.005097312
3.9,0.009036145
2.1,0.004865616
2.7,0.006255792
2.4,0.005560704
4,0.009267841
3.2,0.007414272
3.6,0.008341057
2.9,0.006719184
2,0.00463392
1.9,0.004402224
2.4,0.005560704
3.9,0.009036145
3.4,0.007877665
3.2,0.007414272
4.6,0.010658017
2.1,0.004865616
5.3,0.012279889
2.3,0.005329008
3.3,0.007645968
3.6,0.008341057
1.5,0.00347544
3.4,0.007877665
2.1,0.004865616
2.5,0.0057924
2.4,0.005560704
4.2,0.009731233
2.6,0.006024096
2,0.00463392
6,0.013901761
3.7,0.008572753
3,0.00695088
4.1,0.009499537
1.9,0.004402224
3.6,0.008341057
2.2,0.005097312
3.8,0.008804449
3.5,0.008109361
2.1,0.004865616
2.9,0.006719184
2.7,0.006255792
2.6,0.006024096
2.7,0.006255792
3.2,0.007414272
4.1,0.009499537
3.7,0.008572753
3.7,0.008572753
2.8,0.006487488
3.8,0.008804449
2.8,0.006487488
3.7,0.008572753
2.7,0.006255792
2,0.00463392
3.1,0.007182576
4.4,0.010194625
3.4,0.007877665
3.4,0.007877665
2.6,0.006024096
2.3,0.005329008
1.8,0.004170528
3.2,0.007414272
3.5,0.008109361
2.9,0.006719184
3.3,0.007645968
2.1,0.004865616
3.3,0.007645968
2.9,0.006719184
3.7,0.008572753
4.1,0.009499537
4,0.009267841
1.6,0.003707136
2.3,0.005329008
4.5,0.010426321
3.3,0.007645968
4.7,0.010889713
1.9,0.004402224
3.2,0.007414272
3.4,0.007877665
3.8,0.008804449
2.6,0.006024096
3.3,0.007645968
3.1,0.007182576
3.6,0.008341057
3,0.00695088
3.2,0.007414272
2.3,0.005329008
2.3,0.005329008
3.6,0.008341057
5.3,0.012279889
2.3,0.005329008
2.3,0.005329008
1.1,0.002548656
3.7,0.008572753
1.8,0.004170528
2.8,0.006487488
4.1,0.009499537
4.1,0.009499537
2.9,0.006719184
3,0.00695088
3.1,0.007182576
3.6,0.008341057
3.1,0.007182576
1.7,0.003938832
2.5,0.0057924
2.8,0.006487488
2.9,0.006719184
1.8,0.004170528
3,0.00695088
2.1,0.004865616
2.4,0.005560704
3.2,0.007414272
2.7,0.006255792
3.2,0.007414272
3.8,0.008804449
3.1,0.007182576
1.2,0.002780352
2.4,0.005560704
5,0.011584801
3.6,0.008341057
1.8,0.004170528
2.6,0.006024096
1.4,0.003243744
4.3,0.009962929
4.5,0.010426321
1.5,0.00347544
3.5,0.008109361
3.1,0.007182576
3.4,0.007877665
3.3,0.007645968
1.9,0.004402224
3.4,0.007877665
2.9,0.006719184
2.4,0.005560704
3.6,0.008341057
2,0.00463392
2.9,0.006719184
4.4,0.010194625
3.7,0.008572753
3.1,0.007182576
3.1,0.007182576
2.5,0.0057924
3.1,0.007182576
3.2,0.007414272
3.5,0.008109361
3.3,0.007645968
2.8,0.006487488
3.5,0.008109361
3.4,0.007877665
1.9,0.004402224
1.9,0.004402224
2.9,0.006719184
3.3,0.007645968
3.4,0.007877665
2.8,0.006487488
2.2,0.005097312
3.5,0.008109361
3.1,0.007182576
3.1,0.007182576
3.8,0.008804449
2.3,0.005329008
3.4,0.007877665
2.5,0.0057924
3.5,0.008109361
2.2,0.005097312
2.8,0.006487488
2.8,0.006487488
1.7,0.003938832
2.4,0.005560704
3.5,0.008109361
31,0.071825765
10.6,0.024559778
4.6,0.010658017
55.1,0.127664504
114.1,0.264365153
187.8,0.435125116
365.4,0.846617238
431.6,1
308.6,0.715013902
247.1,0.572520853
83.4,0.193234476
188.4,0.436515292
144.6,0.335032437
53.1,0.123030584
50.5,0.117006487
116.5,0.269925857
71.6,0.165894347
63.4,0.146895273
55.7,0.12905468
19.7,0.045644115
36.7,0.085032437
26.7,0.061862836
14.3,0.03313253
6.2,0.014365153
26.7,0.061862836
37.7,0.087349398
21.3,0.049351251
14.4,0.033364226
38.1,0.088276182
16,0.037071362
3.8,0.008804449
4.9,0.011353105
8.1,0.018767377
11.7,0.027108434
12.7,0.029425394
17.9,0.041473587
9,0.020852641
4.5,0.010426321
18.6,0.043095459
5.6,0.012974977
3.1,0.007182576
2.5,0.0057924
5.8,0.013438369
2.5,0.0057924
3.5,0.008109361
3.8,0.008804449
3,0.00695088
2.3,0.005329008
2.8,0.006487488
3.1,0.007182576
2.9,0.006719184
3.3,0.007645968
4.3,0.009962929
2.7,0.006255792
4.1,0.009499537
3.5,0.008109361
4.1,0.009499537
2,0.00463392
2.7,0.006255792
3.9,0.009036145
4.5,0.010426321
2.8,0.006487488
1.7,0.003938832
2.4,0.005560704
4.5,0.010426321
3.5,0.008109361
4.5,0.010426321
3.8,0.008804449
3.6,0.008341057
4.6,0.010658017
4.3,0.009962929
5.8,0.013438369
2.8,0.006487488
1.7,0.003938832
2.7,0.006255792
3.4,0.007877665
3.2,0.007414272
3.1,0.007182576
3.1,0.007182576
2.4,0.005560704
2.5,0.0057924
3.6,0.008341057
3.7,0.008572753
3.1,0.007182576
4.4,0.010194625
2.8,0.006487488
5.8,0.013438369
3.8,0.008804449
2.9,0.006719184
2.9,0.006719184
4.2,0.009731233
4.6,0.010658017
2.6,0.006024096
2.1,0.004865616
2.8,0.006487488
2.7,0.006255792
4,0.009267841
2.6,0.006024096
5.2,0.012048193
1.9,0.004402224
5.1,0.011816497
2.6,0.006024096
2.9,0.006719184
2.1,0.004865616
2.8,0.006487488
